2025-08-08 05:19:49.924739;1024;SSH Rsync;100;10ms;0ms;0;11.34;
2025-08-08 06:04:53.197206;1024;SSH Rsync;10;10ms;0ms;0;1.14;
2025-08-08 06:12:25.128785;1024;SSH Rsync;20;10ms;0ms;0;2.27;
2025-08-08 06:17:27.007824;1024;SSH Rsync;30;10ms;0ms;0;3.41;
2025-08-08 06:21:13.757970;1024;SSH Rsync;40;10ms;0ms;0;4.55;
2025-08-08 06:24:15.854274;1024;SSH Rsync;50;10ms;0ms;0;5.68;
2025-08-08 06:26:47.680714;1024;SSH Rsync;60;10ms;0ms;0;6.82;
2025-08-08 06:28:58.147734;1024;SSH Rsync;70;10ms;0ms;0;7.94;
2025-08-08 06:30:52.670474;1024;SSH Rsync;80;10ms;0ms;0;9.07;
2025-08-08 06:32:34.478267;1024;SSH Rsync;90;10ms;0ms;0;10.21;
2025-08-08 06:34:06.241494;1024;SSH Rsync;100;10ms;0ms;0;11.35;
2025-08-08 06:37:09.780639;1024;SSH Rsync;100;5ms;0ms;0;11.33;
2025-08-08 06:38:41.699982;1024;SSH Rsync;100;10ms;0ms;0;11.34;
2025-08-08 06:40:13.798896;1024;SSH Rsync;100;20ms;0ms;0;11.33;
2025-08-08 06:41:46.772706;1024;SSH Rsync;100;50ms;0ms;0;11.28;
2025-08-08 06:43:21.014634;1024;SSH Rsync;100;100ms;0ms;0;11.23;
2025-08-08 06:45:20.039493;1024;SSH Rsync;100;200ms;0ms;0;8.96;
2025-08-08 06:48:13.684586;1024;SSH Rsync;100;300ms;0ms;0;6.12;
2025-08-08 06:52:55.294112;1024;SSH Rsync;100;500ms;0ms;0;3.76;
2025-08-08 06:54:27.173519;1024;SSH Rsync;100;10ms;0ms;0;11.34;
2025-08-08 06:55:59.109756;1024;SSH Rsync;100;10ms;5ms;0;11.34;
2025-08-08 06:57:31.040879;1024;SSH Rsync;100;10ms;10ms;0;11.33;
2025-08-08 06:59:02.907550;1024;SSH Rsync;100;10ms;20ms;0;11.34;
2025-08-08 07:00:34.969887;1024;SSH Rsync;100;10ms;30ms;0;11.32;
2025-08-08 07:02:07.174718;1024;SSH Rsync;100;10ms;50ms;0;11.31;
2025-08-08 07:03:39.888844;1024;SSH Rsync;100;10ms;75ms;0;11.29;
2025-08-08 07:05:12.530498;1024;SSH Rsync;100;10ms;100ms;0;11.25;
2025-08-08 07:06:47.918920;1024;SSH Rsync;100;10ms;150ms;0;10.95;
2025-08-08 07:08:44.691359;1024;SSH Rsync;100;10ms;200ms;0;8.95;
2025-08-08 07:10:16.590858;1024;SSH Rsync;100;10ms;0ms;0;11.34;
2025-08-08 07:11:48.440420;1024;SSH Rsync;100;10ms;0ms;0.1;11.33;
2025-08-08 07:13:20.655021;1024;SSH Rsync;100;10ms;0ms;0.25;11.29;
2025-08-08 07:14:53.329336;1024;SSH Rsync;100;10ms;0ms;0.5;11.23;
2025-08-08 07:16:26.693917;1024;SSH Rsync;100;10ms;0ms;0.75;11.21;
2025-08-08 07:18:00.203744;1024;SSH Rsync;100;10ms;0ms;1;11.17;
2025-08-08 07:19:34.354167;1024;SSH Rsync;100;10ms;0ms;2;11.08;
2025-08-08 07:21:08.930403;1024;SSH Rsync;100;10ms;0ms;3;11.01;
2025-08-08 07:22:45.135897;1024;SSH Rsync;100;10ms;0ms;5;10.87;
2025-08-08 07:24:27.558282;1024;SSH Rsync;100;10ms;0ms;7.5;10.25;
2025-08-08 07:26:07.902200;1024;SSH Rsync;100;10ms;0ms;10;10.4;
